target,num1,num2
1,-1.341219714076669,-1.2609602800655342
1,-1.401520214917428,0.8328944493608352
1,0.5026828498748657,1.203258954116498
0,0.989713033285805,0.6370732356261833
0,-0.1642945926252907,0.5583399616951433
0,-1.0743648582284346,-3.772275156122734
0,0.8730421526217066,0.2606297490669398
0,-1.2803939447145731,-0.025445316692543535
0,-0.7130680950592722,-0.1470455068463331
1,0.6210178535400985,-0.63057798997102
1,-2.2501411735745918,0.0553649749135539
1,0.38636959756630584,0.41211740512833367
1,-0.5816408364095031,-0.263788160540625
1,0.10927969747781388,-0.46332413970987085
1,-0.07570152622082311,1.2297538109392712
1,0.20211439504395987,-1.1053671072691253
1,0.6941719367070082,1.0301551978238768
1,-0.7583697508984092,0.17681246373052467
1,1.4209820223119163,-0.8043056452824273
1,0.726093788947765,-0.28998189606931385
0,0.843732662303268,-0.9199936028121969
1,1.1648639811110282,0.6750645184094394
1,0.7875882217058694,0.3479017619704715
0,0.844078680578592,-0.5567961751531812
0,0.07559361074288512,-1.102218299054223
1,-1.4267738509897323,0.30171609350107054
1,-0.13504510003701392,0.9573856068419316
0,-0.7695146401767057,-0.11383634938188146
1,-1.4227417685154136,0.41835250088922316
1,0.25845279091298756,-0.37602715054974273
1,-0.5685494541476426,0.06756920600942723
0,-1.0298044380114637,-0.2912829113936885
0,-1.0430010800715654,0.2940421429749802
1,0.26841707970891465,-1.509772513035727
0,0.35867194917034445,0.6441905231896892
1,1.3224574697668332,-0.2299324816033148
0,-0.013914668524093734,0.3586080676493852
0,1.0418397592128221,-0.340310127466209
0,1.4022648267725224,0.3203611893741035
0,1.1501656361496921,-1.0725628041289215
0,-2.3653039062769743,1.189154412488462
0,1.228683719203421,-1.7035445876372979
0,0.33962000824864264,-1.0392388147791862
0,0.42377135285334727,0.23566606953963426
0,0.37122741773625884,1.462842285184577
1,0.3827571602707609,0.2781263018080308
1,0.3194142202523809,-0.24790845527908614
1,-0.35891330853862047,-1.4250901432432643
0,-1.9016352983759945,-0.19127666443013225
1,-0.10891472790742324,-0.019877011042093756
1,-0.8037318485206766,1.690568645339397
0,1.0801634125378852,0.6221252216057821
0,-0.2887665059953775,-1.5290928749284465
1,0.08347535610700986,2.0267790952431928
1,-0.8496059556101431,-0.39500987549879313
1,-0.5106224678981267,-0.8794597147043167
0,-0.011533061686586776,1.4748226520869099
1,-1.4853751842635452,-0.049755760296968106
1,0.3006851142946058,-0.3674025993780988
1,-0.10607225344775092,0.2187859889352313
1,-1.1857198050052338,0.8448887803757161
1,-2.3982328653977714,0.9933362044496503
1,0.513052133880305,-1.3752024000527405
0,-0.29758403894333035,1.9984814702717295
1,-0.5300084132181584,0.9468615879956256
0,-0.23615462985294203,-0.37920106201315124
1,1.816475940881144,-0.8186598515214158
1,-0.049800969059643194,-0.9690124307582063
1,0.08661926298854213,0.12337843757618257
1,-1.487072869675398,-0.6480162941896269
0,1.6473390663560998,-0.7648739652865205
0,0.9174879834442943,0.8112544049416356
0,1.066934867005179,0.36456734382632344
0,0.0476727312116796,-0.3945712584237112
1,0.9166547888245957,0.7342475961853729
1,0.37094683509441023,1.3673786263056709
0,0.6131890778590062,-1.0944963126296459
1,-0.1521929584082903,-0.6032918841422477
1,-1.473887948041959,0.9426218402198768
0,1.028854347803183,0.7189405658150543
1,-1.934959636609707,0.22669885643799229
1,-0.23993667125803605,1.1624211875584574
0,-0.20452248839966083,-1.0882117291190974
0,-1.0428601409845046,-1.479137833771104
1,0.6131231363365798,-0.8665073572768981
1,-0.20032970140956835,0.12254409553604008
1,-0.4368683255972816,-0.7960867750951038
0,0.5198417309776412,-0.48721815642469163
1,-0.47657904055841377,-0.9750001191003014
0,1.3889799748383085,-0.6204291445949027
0,0.35145507618731386,-1.0047872189929943
1,-0.47433298683443925,0.36746620574561295
0,-1.9442649759855442,0.7948910679832192
0,-1.3077531969011476,-0.48044593951821124
1,1.0868307847683634,-0.2072657954706782
1,-0.050604063111342405,-0.5810325725119153
0,-0.2831250656795347,0.5312512156361892
0,1.643251614242697,0.08905603873921995
0,-1.2826492440738984,1.5941569003382141
1,-0.5856577998413593,-1.0954720366375337
0,-0.47258767675848407,0.36250249919104766
1,0.5863372815313004,0.4439913996466691
0,-0.663535198304047,-0.3604401709908981
0,-0.6134178486140281,0.5835341273827435
1,-1.6051493968851136,-1.4385226489904384
1,0.7293494040178566,2.118803030729321
0,0.8061393585150219,-1.3420444532864415
0,-0.476376747401162,0.9198072605649881
1,0.16333994554129863,-1.121122678939223
0,-1.2926461227593415,1.1508830312317526
1,-0.4718131547409021,-0.3847740266090023
0,1.377950952722521,0.15842290716221127
1,0.13573073406713437,0.05334375570673462
0,2.310363486795888,1.100734095024795
1,-0.7871927421571577,-0.32154745014292635
1,0.5802844167243075,-2.9671837099839435
1,-0.19550582783310236,-0.7600587900644338
0,0.5658178468280931,0.18371232308894828
1,-0.0072113596587564995,-0.4404682048702619
0,-0.5611981104091591,0.7698208513207979
1,-0.8676167643217026,1.0153269959744686
0,3.0660367390488967,-0.14777180989980965
1,-0.07734505972421603,-1.4896453943825119
0,-2.016660690233245,1.3841651100058967
1,-0.6486006079033346,1.0830535001068178
0,0.6780397271239971,-0.29919113426702376
1,-0.5000084331847482,2.1082884113927522
1,1.3604462024852575,-0.3488754600926644
1,1.0023982728439578,-1.1371197204183754
0,-0.1523386358242358,-0.1558734337510055
1,-0.47221594277604334,1.0778337155057705
1,-1.0048010070276965,-0.9374534425425158
1,-0.6999665423133247,1.9512250777434486
0,-1.473143074665625,-0.8965262145720566
1,1.2043962915330844,0.9544222763812404
1,1.5907007871260619,0.544462374203177
0,-1.256138069727733,-0.15405705958282354
0,-1.1816829756864633,1.080532978717757
1,-1.768511857086917,-1.4997987888681947
0,-0.963854230732174,1.3575717869331891
1,-3.1063368012832915,-0.0636840289702414
1,-1.1422789566319196,-0.5424352498635134
1,1.2969153998005238,0.7491740480400813
1,-0.345672529464465,1.0598990135992437
0,0.8545842348534083,0.7697954306236166
0,-0.4889690638420449,1.9995038210449867
0,1.760667296993123,1.0807260760500983
1,0.19921798301385701,1.2835066324204059
0,-0.3820022921434805,-0.5398639371765148
0,2.552424025371081,0.10652377706202956
0,-0.3244718562854392,0.5629825823255228
0,-1.2212233497261362,-0.017742236703293637
1,0.2019100019601099,0.3016352331732358
1,-0.03883503855807973,0.42610476613456866
0,1.066324553166257,0.8442439176815353
1,-0.9216339244978112,-0.10160889077002393
