field_id,elevation,rainfall,min_temperature_c,max_temperature_c,ph,pollution_level,plot_size,annual_yield,crop_type
1162,494.95615,1507.6,-5.4,31.0,6.8594356,0.007034216,3.6,1.6174206733703613,coffee
5108,663.7339,581.0,-4.7,30.9,5.603219,0.289643,4.2,2.5324974060058594,potato
3504,396.8799,1715.1,-6.1,31.7,5.7741165,0.00040878548,2.6,1.262207269668579,banana
5351,594.8037,1748.0,-4.3,33.6,6.4774156,0.08877719,7.9,4.351563453674316,wheat
905,609.498,1395.8,-4.5,31.3,5.419586,0.050022516,10.8,5.034791469573975,cassava
2274,270.451,1665.2,-7.2,34.3,5.8730817,0.0015447467,3.9,1.7434580326080322,banana
3990,749.43427,728.0,-3.8,31.1,6.0980616,0.3307371,2.7,1.404141902923584,maize
1148,753.99786,1258.5,-3.3,28.7,5.9341545,0.03828047,8.2,4.62849235534668,wheat
2134,840.584,579.5,-3.1,28.1,5.697434,0.23292054,4.2,2.470871925354004,potato
5632,618.01624,888.0,-4.9,26.9,5.2316303,0.49964577,0.7,0.35060355067253113,wheat
3526,701.1468,1354.3,-3.7,26.1,5.1499786,0.2160737,14.299999,6.439340591430664,wheat
1789,701.6991,581.4,-4.4,31.4,6.3482428,0.24024421,1.6,0.9386987090110779,wheat
2337,739.63495,1160.8,-3.5,29.7,5.388973,0.062176615,3.2,1.4208033084869385,wheat
4807,520.2977,292.3,-6.3,32.9,5.379286,0.19658922,1.4,0.8815678954124451,potato
973,432.0357,1464.4,-6.0,30.2,7.4828024,0.019800296,3.0,1.3774343729019165,wheat
4400,676.57086,1036.8,-4.2,29.1,5.345516,0.1582398,3.5,1.9854302406311035,cassava
892,823.2931,598.1,-3.3,28.7,5.142679,0.3103022,2.2,1.3451570272445679,potato
361,588.61615,1051.7,-5.1,31.3,5.2010064,0.66024566,4.6,1.9688735008239746,wheat
3803,500.45013,2009.6,-4.9,32.0,6.915592,0.014531574,2.9,1.4539189338684082,wheat
4469,460.93362,1718.2,-5.6,31.4,7.3835735,0.21948068,3.4,1.4545809030532837,wheat
2773,613.1408,1037.2,-4.8,29.5,5.486386,0.71855426,1.5,0.8133994340896606,potato
4131,516.66833,1095.4,-5.6,32.6,6.2866297,0.7001856,1.2,0.5723580718040466,maize
3381,764.19775,710.7,-4.0,28.5,6.573048,0.45907095,3.0,1.588618278503418,wheat
837,790.03217,1111.9,-3.1,28.8,5.0213614,0.5159138,9.7,3.1985015869140625,wheat
1735,779.5538,1435.4,-2.9,29.7,5.2967143,0.10663761,2.6,1.1997265815734863,coffee
388,497.49493,1152.3,-5.7,30.8,5.7170215,0.51925087,4.2,2.4367117881774902,cassava
4516,299.92496,1649.3,-7.1,32.6,6.8657827,0.00037545845,2.2,0.8181032538414001,banana
3870,603.9783,936.6,-5.0,28.2,5.175408,0.7140533,1.4,0.7536783218383789,potato
1947,498.10596,374.3,-6.4,31.0,5.31322,0.013664557,2.8,1.8405429124832153,potato
762,797.7817,1637.3,-2.6,31.6,5.567187,0.259682,11.0,7.719409018754959,tea
5293,771.7991,1581.4,-2.8,28.6,3.9925358,0.3129235,1.0,0.6205450296401978,tea
758,696.38367,642.6,-4.4,31.5,4.540218,0.20507115,1.2,0.6322532892227173,potato
1603,510.2128,306.2,-6.4,28.4,5.628532,0.10745036,9.1,5.840934753417969,potato
297,680.658,1533.4,-3.7,31.4,4.306535,0.013086401,3.4,2.5378246307373047,tea
4200,832.9359,625.4,-3.2,29.3,5.8391867,0.18024446,7.4,4.671506881713867,potato
4811,959.1869,850.7,-1.8,28.0,6.1134443,0.21144009,3.6,1.4233475923538208,coffee
5405,906.57306,681.2,-2.4,28.5,4.3386173,0.28357044,0.7,0.33270516991615295,potato
4,886.353,785.2,-2.5,31.0,5.721234,0.043190274,1.5,0.8326139450073242,wheat
1440,738.8291,1529.0,-3.2,30.5,5.1125116,0.38357028,1.1,0.7671452760696411,tea
2119,376.53107,1835.2,-6.1,35.0,7.0563574,0.29157856,5.0,2.1646950244903564,wheat
5599,684.10864,1905.7,-3.4,28.7,3.9452257,0.19125381,1.2,0.9045311808586121,tea
3411,657.1393,1199.0,-3.9,29.2,5.2474365,0.04528902,1.5,0.6232917308807373,wheat
3071,699.3865,566.9,-4.4,30.5,5.6818986,0.23299071,8.7,5.326167106628418,potato
2022,744.1646,1401.3,-3.1,30.2,4.8315554,0.12903929,1.2,0.866791307926178,tea
1471,589.1635,1318.6,-4.8,30.7,5.4135475,0.047758896,3.4,1.6549502611160278,cassava
1350,785.3389,2245.1,-2.1,31.1,4.325624,0.25369668,1.5,0.9833555221557617,tea
927,714.98804,1362.3,-3.6,30.4,5.3691335,0.10133469,1.9,1.3771463632583618,tea
4706,796.5412,1467.5,-2.7,28.6,5.423997,0.057128176,1.8,0.9563105702400208,cassava
1836,68.023636,1465.4,-9.6,34.0,6.4548445,0.0021364398,0.5,0.21025438606739044,banana
1113,282.95966,1618.8,-7.3,32.2,6.606886,2.777133e-05,3.0,1.5515613555908203,wheat
5447,663.33936,1982.2,-3.4,29.1,4.9262085,0.15533519,3.8,1.3785982131958008,cassava
4111,839.2661,1411.6,-2.4,32.4,4.980151,0.074065946,3.2,2.184311628341675,tea
659,488.3734,1295.7,-5.7,32.6,5.466153,0.009717066,1.9,0.9105533957481384,wheat
2707,756.2342,1283.6,-3.3,29.1,5.5412855,0.36953577,9.6,4.987966060638428,cassava
914,669.2102,422.3,-4.8,28.8,5.310873,0.19516107,1.4,0.8279814124107361,potato
1892,472.6773,1954.5,-5.2,33.6,5.795521,0.044571903,2.1,1.2260711193084717,banana
3423,454.18573,1087.5,-6.2,32.2,5.245404,0.6092466,0.9,0.49632784724235535,cassava
3360,436.91107,1412.8,-6.0,32.8,5.5811973,0.009072596,1.3,0.8691259026527405,rice
2986,566.8305,491.4,-5.7,33.8,6.1822624,0.28235832,1.6,1.095604419708252,wheat
4116,656.28357,1661.9,-3.8,28.0,4.2412677,0.0853541,1.2,0.9366251826286316,tea
4551,863.02594,1403.3,-2.2,28.8,5.0173035,0.20704944,1.4,0.9185135364532471,tea
2308,537.22186,414.3,-6.0,29.1,5.935687,0.011879961,4.7,3.2096951007843018,wheat
5440,793.55756,1817.4,-2.4,27.8,4.901761,0.1474036,13.2,7.719409018754959,tea
178,746.5847,486.4,-4.1,31.0,5.7194986,0.29815164,3.0,1.7858355045318604,potato
5575,897.5817,684.4,-2.5,30.1,5.083641,0.3078386,1.7,0.9337758421897888,potato
3408,480.27383,1237.7,-5.9,33.5,4.9757166,0.077333055,13.0,5.231241703033447,banana
664,821.0447,2243.5,-1.8,31.5,5.456049,0.37333333,2.3,1.404096007347107,coffee
2895,715.3202,1072.6,-3.8,33.0,5.8111267,0.13744222,12.6,5.0544962882995605,coffee
5212,856.2192,644.6,-2.9,28.8,6.101411,0.14780506,4.8,2.9443063735961914,maize
378,668.92944,1689.8,-3.7,26.9,5.1725717,0.09269453,12.5,6.4474921226501465,banana
287,941.4087,782.8,-2.0,27.2,4.8489637,0.08761473,0.7,0.3399786055088043,wheat
4526,418.27814,1791.6,-5.9,31.6,6.4320917,0.030692887,4.4,2.3661081790924072,coffee
956,733.9847,899.7,-3.8,32.8,5.3902426,0.3782149,3.8,2.0777080059051514,cassava
69,344.45914,1731.1,-6.6,32.0,5.2662897,0.027868051,1.4,0.5861304998397827,banana
2015,472.8047,1580.6,-5.6,32.7,6.677039,0.05228259,1.8,0.9779386520385742,wheat
4928,443.10266,1570.2,-5.8,31.0,7.4846826,0.008724978,3.6,1.20061194896698,banana
5043,448.94537,1088.0,-6.2,31.5,5.907747,0.571384,0.9,0.5287965536117554,cassava
544,503.58212,1111.3,-5.7,32.0,6.0933166,0.785333,0.7,0.3370528519153595,wheat
3465,535.8766,482.1,-6.0,30.1,4.94271,0.022207132,1.2,0.7117174863815308,wheat
5353,980.238,875.2,-1.6,27.9,5.946369,0.20786572,1.7,1.0293525457382202,wheat
4674,843.43085,628.7,-3.1,30.9,5.1202474,0.2807879,0.9,0.4249434173107147,wheat
2821,860.2152,702.7,-2.8,30.0,5.5544534,0.09378531,8.3,4.835454940795898,maize
